"Year","Period","State","Commodity","Type","Production","Chemical","Materials","Unit","Value"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," MEASURED IN LB","1,100"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(TOTAL)"," MEASURED IN LB","54,300"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," MEASURED IN LB","200"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLOPYRALID MONO SALT = 117401)"," MEASURED IN LB","100"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DICHLOBENIL = 27401)"," MEASURED IN LB","800"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," MEASURED IN LB","4,800"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," MEASURED IN LB","1,000"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," MEASURED IN LB","600"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," MEASURED IN LB","2,500"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(MESOTRIONE = 122990)"," MEASURED IN LB","200"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(NORFLURAZON = 105801)"," MEASURED IN LB","1,300"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(ORYZALIN = 104201)"," MEASURED IN LB","8,100"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PARAQUAT = 61601)"," MEASURED IN LB","1,000"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SIMAZINE = 80807)"," MEASURED IN LB","7,800"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SULFENTRAZONE = 129081)"," MEASURED IN LB","300"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(TOTAL)"," MEASURED IN LB","33,100"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," MEASURED IN LB","300"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(DIAZINON = 57801)"," MEASURED IN LB","1,100"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," MEASURED IN LB","0"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," MEASURED IN LB","200"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," MEASURED IN LB","13,200"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," MEASURED IN LB","1,000"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM = 110008)"," MEASURED IN LB","100"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM-L = 110009)"," MEASURED IN LB","100"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINOSAD = 110003)"," MEASURED IN LB","0"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(THIAMETHOXAM = 60109)"," MEASURED IN LB","300"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(TOTAL)"," MEASURED IN LB","19,500"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," MEASURED IN LB","500"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(MINERAL OIL = 63502)"," MEASURED IN LB","19,200"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(REYNOUTRIA SACHALINE = 55809)"," MEASURED IN LB","100"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(TOTAL)"," MEASURED IN LB","20,800"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(NITROGEN)"," "," MEASURED IN LB","379,000"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(PHOSPHATE)"," "," MEASURED IN LB","165,000"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(POTASH)"," "," MEASURED IN LB","314,000"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(SULFUR)"," "," MEASURED IN LB","250,000"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","0.191"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BASIC COPPER SULFATE = 8101)"," AVG","2.455"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BOSCALID = 128008)"," AVG","0.344"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CAPTAN = 81301)"," AVG","1.822"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(COPPER HYDROXIDE = 23401)"," AVG","0.869"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","0.326"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","0.134"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENHEXAMID = 90209)"," AVG","0.659"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","0.218"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(IPRODIONE = 109801)"," AVG","0.884"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","0.175"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," AVG","0.22"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLOPYRALID MONO SALT = 117401)"," AVG","0.111"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DICHLOBENIL = 27401)"," AVG","2.638"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," AVG","1.057"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","0.293"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," AVG","0.551"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","1.03"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(MESOTRIONE = 122990)"," AVG","0.112"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(NORFLURAZON = 105801)"," AVG","1.787"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(ORYZALIN = 104201)"," AVG","2.635"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PARAQUAT = 61601)"," AVG","0.401"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SIMAZINE = 80807)"," AVG","1.241"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SULFENTRAZONE = 129081)"," AVG","0.337"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","0.096"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(DIAZINON = 57801)"," AVG","0.639"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","0.047"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","0.285"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," AVG","1.238"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," AVG","0.644"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM = 110008)"," AVG","0.037"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM-L = 110009)"," AVG","0.037"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINOSAD = 110003)"," AVG","0.083"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(THIAMETHOXAM = 60109)"," AVG","0.075"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","0.026"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(MINERAL OIL = 63502)"," AVG","10.517"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(REYNOUTRIA SACHALINE = 55809)"," AVG","0.153"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(NITROGEN)"," "," AVG","23"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(PHOSPHATE)"," "," AVG","12"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(POTASH)"," "," AVG","20"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(SULFUR)"," "," AVG","33"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","0.419"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BASIC COPPER SULFATE = 8101)"," AVG","2.725"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BOSCALID = 128008)"," AVG","0.759"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CAPTAN = 81301)"," AVG","2.647"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(COPPER HYDROXIDE = 23401)"," AVG","1.18"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","0.582"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","0.168"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENHEXAMID = 90209)"," AVG","0.793"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","0.388"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(IPRODIONE = 109801)"," AVG","1.78"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","0.386"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," AVG","0.254"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLOPYRALID MONO SALT = 117401)"," AVG","0.113"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DICHLOBENIL = 27401)"," AVG","2.819"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," AVG","1.404"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","0.296"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," AVG","0.874"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","1.212"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(MESOTRIONE = 122990)"," AVG","0.124"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(NORFLURAZON = 105801)"," AVG","1.787"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(ORYZALIN = 104201)"," AVG","3.604"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PARAQUAT = 61601)"," AVG","0.45"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SIMAZINE = 80807)"," AVG","2.215"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SULFENTRAZONE = 129081)"," AVG","0.338"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","0.119"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(DIAZINON = 57801)"," AVG","0.642"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","0.047"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","0.325"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," AVG","2.294"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," AVG","0.736"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM = 110008)"," AVG","0.058"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM-L = 110009)"," AVG","0.058"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINOSAD = 110003)"," AVG","0.084"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(THIAMETHOXAM = 60109)"," AVG","0.125"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","0.079"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(MINERAL OIL = 63502)"," AVG","11.487"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(REYNOUTRIA SACHALINE = 55809)"," AVG","0.21"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(NITROGEN)"," "," AVG","63"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(PHOSPHATE)"," "," AVG","24"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(POTASH)"," "," AVG","43"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(SULFUR)"," "," AVG","63"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","2.2"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BACILLUS SUBTILIS = 6479)"," AVG","1.5"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BASIC COPPER SULFATE = 8101)"," AVG","1.1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(BOSCALID = 128008)"," AVG","2.2"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CAPTAN = 81301)"," AVG","1.5"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(COPPER HYDROXIDE = 23401)"," AVG","1.4"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","1.8"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","1.3"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FENHEXAMID = 90209)"," AVG","1.2"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","1.8"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(IPRODIONE = 109801)"," AVG","2"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","2.2"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLETHODIM = 121011)"," AVG","1.2"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(CLOPYRALID MONO SALT = 117401)"," AVG","1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DICHLOBENIL = 27401)"," AVG","1.1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(DIURON = 35505)"," AVG","1.3"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," AVG","1.6"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","1.2"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(MESOTRIONE = 122990)"," AVG","1.1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(NORFLURAZON = 105801)"," AVG","1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(ORYZALIN = 104201)"," AVG","1.4"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(PARAQUAT = 61601)"," AVG","1.1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SIMAZINE = 80807)"," AVG","1.8"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","HERBICIDE","(SULFENTRAZONE = 129081)"," AVG","1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","1.2"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)"," AVG","2.4"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(DIAZINON = 57801)"," AVG","1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","1.1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(MALATHION = 57701)"," AVG","1.9"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(METHOMYL = 90301)"," AVG","1.1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM = 110008)"," AVG","1.6"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINETORAM-L = 110009)"," AVG","1.6"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(SPINOSAD = 110003)"," AVG","1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(THIAMETHOXAM = 60109)"," AVG","1.7"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," AVG","3"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(MINERAL OIL = 63502)"," AVG","1.1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","OTHER","(REYNOUTRIA SACHALINE = 55809)"," AVG","1.4"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(NITROGEN)"," "," AVG","2.8"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(PHOSPHATE)"," "," AVG","2.1"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(POTASH)"," "," AVG","2.2"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","APPLICATIONS","(SULFUR)"," "," AVG","1.9"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(AZOXYSTROBIN = 128810)"," AVG","44"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(BACILLUS SUBTILIS = 6479)"," AVG","12"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(BASIC COPPER SULFATE = 8101)"," AVG","27"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(BOSCALID = 128008)"," AVG","29"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(CAPTAN = 81301)"," AVG","39"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(COPPER HYDROXIDE = 23401)"," AVG","40"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(CYPRODINIL = 288202)"," AVG","54"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(FENBUCONAZOLE = 129011)"," AVG","27"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(FENHEXAMID = 90209)"," AVG","30"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(FLUDIOXONIL = 71503)"," AVG","54"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(IPRODIONE = 109801)"," AVG","18"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," AVG","29"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","FUNGICIDE","(TOTAL)"," AVG","76"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(CLETHODIM = 121011)"," AVG","7"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(CLOPYRALID MONO SALT = 117401)"," AVG","11"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(DICHLOBENIL = 27401)"," AVG","3"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(DIURON = 35505)"," AVG","34"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(FLUMIOXAZIN = 129034)"," AVG","32"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," AVG","7"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," AVG","20"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(MESOTRIONE = 122990)"," AVG","16"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(NORFLURAZON = 105801)"," AVG","7"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(ORYZALIN = 104201)"," AVG","22"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(PARAQUAT = 61601)"," AVG","23"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(SIMAZINE = 80807)"," AVG","35"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(SULFENTRAZONE = 129081)"," AVG","10"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","HERBICIDE","(TOTAL)"," AVG","72"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(BIFENTHRIN = 128825)"," AVG","23"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)"," AVG","15"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(DIAZINON = 57801)"," AVG","17"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(ESFENVALERATE = 109303)"," AVG","7"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(FENPROPATHRIN = 127901)"," AVG","6"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(MALATHION = 57701)"," AVG","58"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(METHOMYL = 90301)"," AVG","14"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(SPINETORAM = 110008)"," AVG","20"
2015,"YEAR","OREGON","BLUEBERRIES","BEARING","TREATED","INSECTICIDE","(SPINETORAM-L = 110009)"," AVG","20"
